StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q17,Q18_1,Q18_2,Q18_3,Q19,Q20,Q21,Q22,Q23,IDNUM,MID,assignmentId,hitid
2021-10-17 06:17:37,2021-10-17 06:22:59,IP Address,107.5.54.11,100,322,True,2021-10-17 06:23:00,R_3kzwSmWwZn7JV6w,,,,,42.6425933837890625,-84.52210235595703125,anonymous,EN,3,41,Male,Associate's degree,None of the above,Very,More than 2 years,Voluntary,1 or more times a day,,Enabled,Enabled,,Security Key,"Push,App Code,Security Key",17,,,13,14,,,,,,,,Always,Always,Always,Yes,Always,Yes,"This is going to sound stupid, but when I figured out the issue it was because the clock on my device was not in sync properly.","Sometimes it's annoying to have to use it, but I get over that quickly because I know it's more secure.",45593,,,
2021-10-19 05:48:42,2021-10-19 05:49:52,Survey Preview,,100,70,True,2021-10-19 05:49:53,R_28XVigsMjc9SROz,,,,,37.675201416015625,-120.946502685546875,preview,EN,1,dfs,Male,High school graduate,College student,Somewhat,1 - 2 years,Incentivized,A few times per month,Enabled,Enabled,Enabled,Text message,Text message,Text message,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,fsd,fds,Never,Never,Never,Yes,Never,Yes,fds,fdsaf,73783,,,
2021-10-19 18:14:31,2021-10-19 18:14:33,Survey Preview,,100,2,True,2021-10-19 18:14:34,R_2czUCt3N3yvNHqS,,,,,37.904296875,-122.0583953857421875,preview,EN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41748,,,
2021-10-19 18:54:11,2021-10-19 18:54:21,IP Address,174.102.118.192,100,9,True,2021-10-19 18:54:21,R_zVyKn8LqXwJAxXP,,,,,40.8968048095703125,-80.86150360107421875,anonymous,EN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60701,,,
2021-10-19 18:56:33,2021-10-19 19:01:28,IP Address,174.202.160.106,100,294,True,2021-10-19 19:01:28,R_2YsOwAaAvvltt7E,,,,,35.4662017822265625,-97.5167999267578125,anonymous,EN,2,30,Female,Bachelor's degree,None of the above,Extremely,More than 2 years,Mandated,A few times per month,,Not enabled,Enabled,,,"Text message,App Code",Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,,,,,,,Sometimes,Never,Often,No,,Yes,"I got locked out of an icloud account that way. I had set it up to send a text to my phone number, but changed my number without fixing the icloud account.","Once I realized all the ins and outs, I don't really have an issue with it. I just think it's an extra step I don't need gto use.",38217,,,
2021-10-19 19:02:31,2021-10-19 19:07:14,IP Address,68.131.241.245,100,282,True,2021-10-19 19:07:14,R_24OubYNiAuIvrT2,,,,,36.796905517578125,-76.1797027587890625,anonymous,EN,1,45,Female,High school graduate,None of the above,Somewhat,1 - 2 years,Mandated,A few times per week,,Enabled,,,Phone Call,,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Do not like to have to wait and than answer a call just to get into my account.,,,,I just want to get into my account as fast as possible and this takes more time.,Just getting used to waiting for the call and than entering the login,Never,Never,Never,No,,No,,The extra time that it takes to get into the account,63943,,,
2021-10-19 18:57:48,2021-10-19 19:10:53,IP Address,73.155.77.237,100,784,True,2021-10-19 19:10:53,R_3L0ahd4hogqnSnv,,,,,29.6855926513671875,-95.11859893798828125,anonymous,EN,3,33,Female,High school graduate,None of the above,Very,More than 2 years,Voluntary,A few times per week,,Enabled,Enabled,,"Text message,Security Key","Text message,Security Key",Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,,,Having to input the code before the countdown timer expires,,,,Never,Never,Never,No,,No,,It is time consuming and I am rushed and stressed,67277,,,
2021-10-19 19:07:37,2021-10-19 19:12:47,IP Address,98.214.234.47,100,309,True,2021-10-19 19:12:47,R_1M5ScgptxL9NMXf,,,,,39.861602783203125,-88.9355010986328125,anonymous,EN,2,47,Male,High school graduate,None of the above,Very,1 - 2 years,Mandated,A few times per month,,,Enabled,,,App Code,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,,,,,,,Always,,Often,No,,No,,just the extra annoying step,81584,,,
2021-10-19 19:09:15,2021-10-19 19:13:32,IP Address,70.171.9.199,100,256,True,2021-10-19 19:13:34,R_3fUycFuQxD6rYn7,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,4 or more,28,Male,Bachelor's degree,None of the above,Extremely,More than 2 years,Mandated,1 or more times a day,,Enabled,Enabled,,App Code,App Code,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Always,Always,Always,No,,No,,I dislike the motion of having to do 2FA but I prefer being secure more so.,92467,,,
2021-10-19 19:12:12,2021-10-19 19:14:31,IP Address,98.10.58.230,100,138,True,2021-10-19 19:14:31,R_3HNTSOpB4SIwUPm,,,,,43.144195556640625,-77.55030059814453125,anonymous,EN,4 or more,31,Female,Master's degree,None of the above,Very,More than 2 years,Voluntary,A few times per week,,Not enabled,Enabled,,,Text message,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,Never,Never,No,,No,,It takes extra time,92824,,,
2021-10-19 19:18:41,2021-10-19 19:21:51,IP Address,71.71.195.159,100,189,True,2021-10-19 19:21:51,R_8uBWnRMxWbhKdRD,,,,,35.2227020263671875,-80.79380035400390625,anonymous,EN,4 or more,34,Male,Bachelor's degree,None of the above,Very,More than 2 years,Mandated,A few times per week,,Enabled,Enabled,,"Text message,Security Key","Text message,Security Key",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,Never,Never,No,,No,,I sometimes have to get up and go grab my phone to login into an account on one of my other devices.,22524,,,
2021-10-19 19:26:13,2021-10-19 19:29:32,IP Address,70.124.33.42,100,199,True,2021-10-19 19:29:33,R_2V2VUzf7NSBtsPy,,,,,26.2516021728515625,-98.2270965576171875,anonymous,EN,1,37,Female,Bachelor's degree,None of the above,Moderately,More than 2 years,Voluntary,A few times per week,,,Enabled,,,App Code,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,,,,,,,Sometimes,Never,Sometimes,No,,No,,Just the fact that I have to do it every time I am logged out.,58944,,,
2021-10-19 19:35:13,2021-10-19 19:37:44,IP Address,76.87.178.24,100,151,True,2021-10-19 19:37:44,R_sBZRZ05J0pIzJbb,,,,,34.57049560546875,-118.02899932861328125,anonymous,EN,4 or more,36,Male,Bachelor's degree,None of the above,Very,More than 2 years,Voluntary,A few times per month,,Enabled,Enabled,,"App Code,Security Key","Text message,Push",Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,,,,,,Often,Sometimes,Often,Yes,Always,No,,Don't like having to use it on apps or programs I rarely use.,66746,,,
2021-10-19 19:53:21,2021-10-19 19:54:46,IP Address,71.127.48.232,100,84,True,2021-10-19 19:54:46,R_2QhWDpoDrJQ1qYx,,,,,38.6349945068359375,-76.8820037841796875,anonymous,EN,2,27,Male,Bachelor's degree,None of the above,Very,Less than 1 year,Mandated,A few times per month,,,Enabled,,,"Text message,App Code",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,,Never,No,,No,,sometimes the message comes slowly,60001,,,
2021-10-19 19:48:06,2021-10-19 19:57:09,IP Address,173.198.160.217,100,543,True,2021-10-19 19:57:09,R_2ZVtRZlhyd4BrOX,,,,,43.9600982666015625,-111.69750213623046875,anonymous,EN,3,50,Female,Bachelor's degree,None of the above,Very,More than 2 years,Voluntary,1 or more times a day,,Enabled,Enabled,,"App Code,Security Key","App Code,Security Key",Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,Always,Always,Rarely,Yes,Often,No,,"Just the extra time required and steps, but it's worth it until something better comes along.",25245,,,
2021-10-19 19:56:22,2021-10-19 19:57:57,IP Address,162.221.219.28,100,95,True,2021-10-19 19:57:57,R_1lm0Yb97QA8a8d7,,,,,38.093597412109375,-84.5009002685546875,anonymous,EN,4 or more,30,Male,"Some college, no degree",None of the above,Extremely,More than 2 years,Voluntary,1 or more times a day,,Enabled,Enabled,,Push,"Text message,Push,App Code",Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,just is,,,,takes too long,,Never,Never,Never,Yes,Sometimes,No,,nothing,66774,,,
2021-10-19 19:55:38,2021-10-19 19:58:38,IP Address,97.94.83.51,100,180,True,2021-10-19 19:58:39,R_3IRWbRtUPsCIoYb,,,,,43.1772003173828125,-85.2472991943359375,anonymous,EN,4 or more,40,Male,"Some college, no degree",None of the above,Very,More than 2 years,Voluntary,1 or more times a day,,Enabled,Enabled,,Push,Text message,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Rarely,Often,Never,Yes,Often,No,,Nothing.  I don't mind any of it.,45017,,,
2021-10-19 19:55:00,2021-10-19 20:00:26,IP Address,67.175.102.57,100,326,True,2021-10-19 20:00:27,R_dhT7sZFjsTtEXOV,,,,,42.0106964111328125,-87.66570281982421875,anonymous,EN,4 or more,49,Female,Bachelor's degree,None of the above,Moderately,1 - 2 years,Mandated,A few times per week,,Enabled,Enabled,,App Code,Text message,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,,,,,,,Never,Never,Never,No,,No,,"It slows down my login, when sometimes I just want to quickly look at something.",84043,,,
2021-10-19 19:57:37,2021-10-19 20:01:28,IP Address,206.54.198.154,100,230,True,2021-10-19 20:01:28,R_2Pqf7PQAssAWkRS,,,,,29.5720062255859375,-95.54000091552734375,anonymous,EN,3,31,Female,Associate's degree,None of the above,Moderately,More than 2 years,Incentivized,A few times per week,,Enabled,Enabled,,"Text message,Push","Text message,Push,Security Key",Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,,,,,,,Rarely,Sometimes,Never,Yes,Rarely,No,,It takes aa little extra time to log in.,40173,,,
2021-10-19 20:06:10,2021-10-19 20:09:41,IP Address,173.21.98.172,100,210,True,2021-10-19 20:09:41,R_3OoYhFujlAO511Z,,,,,37.6161041259765625,-86.450897216796875,anonymous,EN,4 or more,31,Male,High school graduate,None of the above,Very,More than 2 years,Voluntary,A few times per year,Enabled,Enabled,Enabled,Text message,Text message,Text message,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,Never,Never,Yes,Sometimes,No,,"nothing really, no complaints.",84056,,,
2021-10-19 20:17:48,2021-10-19 20:25:09,IP Address,68.9.223.234,100,440,True,2021-10-19 20:25:09,R_2v8hmzbSCIECvQ9,,,,,41.5041046142578125,-72.9167022705078125,anonymous,EN,4 or more,38,Male,Bachelor's degree,None of the above,Very,More than 2 years,Voluntary,A few times per week,,,Enabled,,,App Code,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Often,,Rarely,Yes,Always,No,,"I've been pretty happy overall with 2FA. The only thing that I dislike is having to set up accounts again when I transfer over to a new smartphone. However, I found that Microsoft Authenticator now backs up to iCloud and one can simply restore its database once on a new phone.",38560,,,
2021-10-19 20:10:56,2021-10-19 20:33:29,IP Address,104.139.104.189,100,1352,True,2021-10-19 20:33:29,R_TuT9IMYnauRiR2x,,,,,35.089202880859375,-80.81939697265625,anonymous,EN,4 or more,62,Male,High school graduate,None of the above,Moderately,More than 2 years,Voluntary,A few times per month,,,Enabled,,,Security Key,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,Never,Never,Yes,Never,No,,nothing,88932,,,
2021-10-19 20:34:40,2021-10-19 20:36:05,IP Address,68.110.70.163,100,84,True,2021-10-19 20:36:05,R_12eZGrDIIDOxZKJ,,,,,33.533905029296875,-112.17220306396484375,anonymous,EN,1,36,Female,Bachelor's degree,None of the above,Extremely,1 - 2 years,Voluntary,A few times per week,Not enabled,Not enabled,Enabled,,,"Text message,App Code,Security Key",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Always,Often,Always,No,,No,,nothing,54576,,,
2021-10-19 20:37:13,2021-10-19 20:39:09,IP Address,70.113.75.143,100,115,True,2021-10-19 20:39:09,R_3fItIlg1zb1yOjX,,,,,30.3383026123046875,-97.66809844970703125,anonymous,EN,4 or more,37,Male,Bachelor's degree,None of the above,Extremely,More than 2 years,Incentivized,1 or more times a day,Not enabled,Not enabled,Enabled,Push,Security Key,Phone Call,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,It takes time,Having to input the code before the countdown timer expires,,,,Rarely,Rarely,Often,No,,No,,It takes time,38538,,,
2021-10-19 20:37:31,2021-10-19 20:39:37,IP Address,47.203.91.45,100,126,True,2021-10-19 20:39:38,R_3HYPRbtOzVrfRoP,,,,,28.35260009765625,-82.630096435546875,anonymous,EN,4 or more,35,Male,High school graduate,None of the above,Extremely,More than 2 years,Voluntary,1 or more times a day,,Enabled,Enabled,,"Text message,App Code","Text message,Push,App Code,Security Key",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Often,Sometimes,Rarely,Yes,Often,No,,sometimes it can be irritating to set up. i would prefer there to be more choices as far as providers are concerned. preferably open source.,10933,,,
2021-10-19 20:36:20,2021-10-19 20:40:31,IP Address,73.248.230.98,100,250,True,2021-10-19 20:40:31,R_2VIOxyWqliPJqbD,,,,,40.5554962158203125,-74.28549957275390625,anonymous,EN,4 or more,32,Male,"Some college, no degree",None of the above,Very,More than 2 years,Voluntary,A few times per week,,,Enabled,,,Text message,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,Rarely,Yes,Sometimes,No,,"I dislike that sometimes the texts don't come in right away, so I have to wait a short time before logging in.",52632,,,
2021-10-19 21:01:35,2021-10-19 21:05:40,IP Address,199.96.123.170,100,244,True,2021-10-19 21:05:40,R_22DGALDKrm0z0hZ,,,,,38.3600006103515625,-86.92859649658203125,anonymous,EN,1,23,Male,"Some college, no degree",None of the above,Very,More than 2 years,Mandated,A few times per week,Not enabled,Not enabled,Enabled,"Text message,Security Key","Text message,Security Key","Text message,Security Key",Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Simply due to how annoying it is. It's just exhausting having to do it all the time.,,Having to input the code before the countdown timer expires,,Because logging in should not be this time consuming.,,Sometimes,Sometimes,Never,No,,No,,It's just tedious and gets in the way.,55604,,,
